Index,C1,C2,C3,C4,C5,C6,C7,C8,C9,Target
2353,2,4,19,0,3,1,1,0.6,0.2,543
2354,2,3,14,0,0,0,2,0.44,0.88,414
2355,1,1,20,0,4,1,2,0.26,0.6,126
2356,4,11,5,0,5,1,2,0.38,0.87,23
2357,2,6,9,0,4,1,1,0.84,0.49,168
2358,4,11,23,0,4,1,1,0.4,0.82,95
2359,4,11,13,0,6,0,1,0.32,0.36,225
2360,3,7,16,0,0,0,1,0.92,0.17,306
2361,2,6,13,0,1,1,1,0.78,0.35,180
2362,2,4,1,0,6,0,2,0.44,0.54,74
2363,1,1,14,0,1,1,3,0.22,0.75,50
2364,3,7,14,0,4,1,1,0.9,0.47,213
2365,2,3,1,0,3,1,3,0.34,0.76,7
2366,1,2,7,0,1,1,1,0.34,0.46,98
2367,1,1,17,1,1,0,1,0.2,0.51,71
2368,2,5,12,0,4,1,1,0.56,0.73,301
2369,4,9,8,0,5,1,1,0.54,0.77,456
2370,1,3,20,0,0,0,3,0.28,1,11
2371,2,4,5,0,5,1,2,0.32,0.87,9
2372,2,3,21,0,3,1,1,0.54,0.83,251
2373,4,12,16,0,6,0,2,0.38,0.66,443
2374,4,12,16,0,5,1,1,0.36,0.62,250
2375,1,2,0,0,1,1,1,0.38,0.37,11
2376,4,10,15,0,2,1,1,0.56,0.37,234
2377,3,8,3,0,1,1,1,0.7,0.79,4
2378,2,6,8,0,5,1,2,0.6,0.83,454
2379,2,5,18,0,0,0,1,0.58,0.49,268
2380,2,5,15,0,3,1,1,0.64,0.65,256
2381,4,10,21,0,2,1,2,0.54,0.68,206
2382,4,10,20,0,5,1,1,0.6,0.78,372
2383,3,7,15,0,5,1,1,0.94,0.51,133
2384,1,2,1,0,0,0,1,0.26,0.87,37
2385,1,2,9,0,1,1,1,0.26,0.6,230
2386,2,4,6,0,3,1,1,0.28,0.56,106
2387,3,6,19,0,1,1,1,0.72,0.62,396
2388,2,4,13,0,3,1,1,0.7,0.48,177
2389,4,12,10,0,6,0,2,0.28,0.89,256
2390,2,3,6,0,5,1,1,0.18,0.74,32
2391,4,12,13,0,4,1,1,0.36,0.34,271
2392,3,7,0,0,6,0,1,0.76,0.55,133
2393,1,12,11,0,3,1,1,0.36,0.46,111
2394,3,9,23,0,2,1,1,0.64,0.78,74
2395,4,11,2,0,6,0,1,0.24,0.56,46
2396,1,2,18,0,0,0,2,0.34,0.36,101
2397,1,3,18,0,4,1,3,0.44,0,82
2398,2,5,1,0,2,1,3,0.56,0.88,13
2399,4,10,15,0,6,0,1,0.6,0.46,620
2400,1,2,16,0,1,1,1,0.36,0.23,211
2401,4,10,17,0,5,1,2,0.36,0.5,446
2402,4,11,16,0,2,1,2,0.42,0.62,395
2403,3,6,6,0,1,1,2,0.62,0.78,94
2404,3,7,13,0,6,0,1,0.82,0.3,404
2405,2,4,19,0,4,1,1,0.46,0.59,226
2406,4,9,0,0,5,1,3,0.6,0.88,17
2407,1,1,13,0,6,0,1,0.2,0.44,102
2408,2,3,2,0,5,1,1,0.2,0.69,5
2409,1,1,1,0,6,0,1,0.3,0.52,58
2410,1,1,12,0,4,1,1,0.3,0.49,120
2411,4,12,20,0,5,1,1,0.32,0.61,221
2412,2,5,22,0,4,1,1,0.7,0.65,180
2413,1,3,11,0,3,1,2,0.32,0.76,59
2414,2,4,9,0,0,0,2,0.38,0.94,81
2415,1,2,18,0,1,1,1,0.38,0.43,437
2416,1,3,2,0,3,1,1,0.22,0.69,2
2417,3,7,11,0,2,1,1,0.78,0.46,172
2418,3,8,2,0,5,1,1,0.62,0.57,15
2419,3,8,20,0,5,1,2,0.78,0.66,389
2420,4,12,2,0,3,1,1,0.28,0.65,3
2421,1,1,16,0,1,1,2,0.16,0.56,86
2422,3,9,1,0,5,1,1,0.62,0.88,29
2423,2,6,14,0,1,1,1,0.78,0.31,145
2424,1,3,19,0,1,1,1,0.36,0.43,150
2425,1,1,7,0,0,0,1,0.08,0.58,2
2426,1,1,5,0,6,0,2,0.16,0.74,5
2427,4,11,0,0,5,1,1,0.28,0.65,32
2428,1,1,4,0,2,1,2,0.3,1,2
2429,4,10,12,0,4,1,1,0.46,0.36,326
2430,4,11,12,0,2,1,1,0.52,0.52,203
2431,2,3,13,0,5,1,1,0.32,0.39,138
2432,2,5,3,0,1,1,1,0.5,0.77,5
2433,4,11,6,0,5,1,2,0.38,0.87,66
2434,2,6,12,0,2,1,1,0.64,0.41,169
2435,3,6,21,0,2,1,1,0.74,0.66,195
2436,4,11,8,0,2,1,1,0.32,0.93,466
2437,2,3,3,0,3,1,1,0.34,0.42,5
2438,1,2,18,0,5,1,1,0.64,0.33,224
2439,2,5,0,0,3,1,1,0.62,0.78,47
2440,4,12,2,0,1,1,2,0.38,0.94,5
2441,1,2,9,0,5,1,3,0.36,0.81,244
2442,3,8,4,0,0,0,3,0.64,0.94,3
2443,3,8,5,0,5,1,3,0.7,0.84,33
2444,2,4,1,0,5,1,1,0.36,0.46,30
2445,2,4,1,0,0,0,2,0.54,0.56,106
2446,3,9,5,0,5,1,2,0.6,0.83,20
2447,1,1,15,0,5,1,2,0.2,0.37,72
2448,3,9,20,0,0,0,1,0.62,0.41,356
2449,3,8,2,0,2,1,1,0.54,0.73,10
2450,2,5,8,0,4,1,1,0.62,0.73,692
2451,2,5,22,0,1,1,2,0.6,0.73,125
2452,2,3,19,0,3,1,1,0.6,0.56,456
2453,1,12,5,0,5,1,2,0.24,0.6,15
2454,3,7,23,0,1,1,1,0.74,0.51,102
2455,2,6,21,0,3,1,1,0.74,0.7,190
2456,2,6,0,0,4,1,2,0.74,0.79,47
2457,3,7,11,0,5,1,1,0.84,0.47,251
2458,4,10,11,0,6,0,1,0.56,0.64,585
2459,2,6,18,0,1,1,2,0.8,0.43,831
2460,3,7,0,0,3,1,1,0.76,0.62,46
2461,3,8,6,0,4,1,1,0.66,0.83,183
2462,1,2,7,0,1,1,1,0.24,0.6,280
2463,2,5,19,0,4,1,1,0.72,0.34,591
2464,3,8,17,0,3,1,2,0.8,0.55,858
2465,1,12,7,0,6,0,1,0.3,0.7,10
2466,2,3,20,0,1,1,1,0.32,0.22,112
2467,4,11,13,0,0,0,1,0.4,0.62,447
2468,1,12,22,0,0,0,1,0.28,0.61,17
2469,3,9,22,0,0,0,1,0.58,0.49,189
2470,3,8,3,0,0,0,2,0.7,0.84,32
2471,2,3,18,0,3,1,1,0.6,0.6,641
2472,2,5,12,0,5,1,1,0.56,0.28,348
2473,2,5,11,0,6,0,1,0.62,0.41,522
2474,2,6,17,0,0,0,3,0.68,0.83,252
2475,4,11,14,0,6,0,1,0.54,0.37,627
2476,2,5,16,0,6,0,1,0.76,0.55,402
2477,3,7,5,0,5,1,1,0.6,0.73,23
2478,4,11,23,0,1,1,1,0.36,0.87,48
2479,1,1,20,0,0,0,1,0.14,0.46,38
2480,1,1,13,0,0,0,1,0.32,0.26,316
2481,4,10,22,1,1,0,1,0.56,0.88,126
2482,2,4,11,0,5,1,1,0.6,0.38,157
2483,2,5,2,0,6,0,1,0.46,0.59,56
2484,1,12,18,0,0,0,1,0.32,0.7,30
2485,2,3,19,0,2,1,2,0.44,0.54,164
2486,3,7,2,0,3,1,1,0.74,0.66,8
2487,3,9,18,0,2,1,1,0.7,0.61,539
2488,1,3,6,0,1,1,1,0.18,0.59,91
2489,2,5,22,0,4,1,3,0.5,0.82,79
2490,2,4,2,0,0,0,1,0.44,0.24,32
2491,2,6,16,0,1,1,2,0.6,0.73,332
2492,3,9,16,0,0,0,1,0.68,0.36,701
2493,2,5,11,0,6,0,2,0.52,0.94,279
2494,2,5,16,0,3,1,1,0.72,0.51,398
2495,1,3,5,0,1,1,1,0.2,0.55,18
2496,3,9,19,0,5,1,1,0.66,0.89,349
2497,4,9,7,0,6,0,1,0.48,0.67,73
2498,3,9,13,0,0,0,2,0.78,0.62,419
2499,1,12,2,0,4,1,1,0.2,0.51,3
2500,3,8,16,0,6,0,3,0.64,0.89,24
2501,3,7,9,0,0,0,1,0.7,0.74,181
2502,2,5,17,0,3,1,1,0.6,0.73,729
2503,2,5,10,0,1,1,1,0.62,0.65,112
2504,4,10,20,0,2,1,1,0.52,0.68,261
2505,2,4,3,0,4,1,1,0.42,0.41,5
2506,4,12,19,0,6,0,2,0.32,0.81,249
2507,3,7,23,0,2,1,2,0.64,0.89,103
2508,4,11,9,0,5,1,1,0.34,0.53,327
2509,4,10,10,0,0,0,2,0.42,0.67,185
2510,1,1,8,0,3,1,1,0.2,0.82,499
2511,2,6,14,0,1,1,1,0.7,0.34,200
2512,4,11,1,0,0,0,1,0.34,0.76,108
2513,3,7,22,0,5,1,2,0.84,0.49,149
2514,4,12,21,0,0,0,1,0.36,0.81,72
2515,3,7,2,0,6,0,1,0.64,0.53,52
2516,1,12,13,0,5,1,1,0.4,0.5,194
2517,4,12,2,0,2,1,2,0.44,0.88,7
2518,1,1,11,0,3,1,3,0.22,0.93,41
2519,3,9,4,0,5,1,1,0.62,0.88,8
2520,1,1,1,0,4,1,1,0.14,0.5,2
2521,4,10,17,0,5,1,1,0.58,0.46,481
2522,4,11,14,0,4,1,3,0.36,0.87,64
2523,2,5,10,0,5,1,1,0.56,0.64,148
2524,3,7,17,0,1,1,1,0.78,0.4,849
2525,2,3,19,0,0,0,1,0.5,0.72,375
2526,1,12,11,0,1,1,2,0.26,0.6,124
2527,1,1,12,0,4,1,1,0.2,0.44,52
2528,3,7,9,0,1,1,1,0.78,0.46,295
2529,2,5,1,0,5,1,1,0.52,0.83,20
2530,4,10,19,0,6,0,2,0.52,0.72,300
2531,4,9,3,0,1,1,1,0.46,0.63,5
2532,3,7,8,0,1,1,1,0.74,0.66,667
2533,4,11,16,0,4,1,1,0.42,0.16,339
2534,2,5,7,0,2,1,2,0.5,0.94,169
2535,1,2,5,0,4,1,1,0.2,0.75,18
2536,3,7,0,1,3,0,1,0.68,0.79,159
2537,3,9,7,0,2,1,1,0.5,0.72,596
2538,1,1,17,0,3,1,1,0.2,0.47,139
2539,3,7,8,0,4,1,1,0.64,0.5,486
2540,3,9,14,0,6,0,1,0.68,0.34,715
2541,3,9,7,0,5,1,1,0.52,0.77,503
2542,4,10,4,0,0,0,1,0.36,0.71,21
2543,4,11,10,0,5,1,1,0.34,0.53,198
2544,2,6,20,0,2,1,1,0.56,0.49,415
2545,2,4,15,0,3,1,1,0.58,0.19,229
2546,1,2,6,0,4,1,1,0.2,0.75,76
2547,4,10,14,0,2,1,3,0.6,0.73,171
2548,2,5,4,0,0,0,1,0.62,0.83,11
2549,3,7,18,0,0,0,3,0.8,0.49,181
2550,2,5,10,0,2,1,3,0.54,0.88,104
2551,3,8,17,0,6,0,2,0.66,0.74,403
2552,1,3,13,0,5,1,1,0.34,0.42,87
2553,4,12,11,0,5,1,2,0.34,0.42,144
2554,1,1,15,0,3,1,1,0.3,0.33,130
2555,2,4,18,0,1,1,1,0.54,0.34,646
2556,4,9,21,0,0,0,1,0.5,0.68,123
2557,3,7,19,0,3,1,1,0.7,0.79,419
2558,2,6,1,0,1,1,1,0.54,0.77,14
2559,4,11,3,0,0,0,1,0.34,0.87,17
2560,3,6,4,0,0,0,2,0.66,0.65,13
2561,4,9,23,0,6,0,2,0.6,0.88,150
2562,1,12,22,0,3,1,3,0.24,0.93,11
2563,3,7,20,0,1,1,1,0.76,0.62,403
2564,1,12,8,0,5,1,2,0.32,0.57,472
2565,1,2,22,0,6,0,1,0.3,0.28,44
2566,2,3,13,0,6,0,3,0.52,0.94,196
2567,2,5,7,0,6,0,2,0.62,0.88,54
2568,1,3,12,0,1,1,1,0.6,0.64,282
2569,2,4,6,0,0,0,2,0.36,0.76,97
2570,3,9,16,0,4,1,2,0.68,0.74,301
2571,3,9,18,0,5,1,1,0.76,0.62,792
2572,2,5,13,0,3,1,2,0.46,0.59,143
2573,3,6,7,0,4,1,1,0.62,0.61,508
2574,4,11,22,0,4,1,1,0.36,0.53,89
2575,3,6,17,0,6,0,1,0.88,0.32,362
2576,3,7,12,0,5,1,3,0.68,0.83,274
2577,1,3,2,0,0,0,2,0.36,0.4,80
2578,3,7,7,0,6,0,1,0.64,0.78,48
2579,4,9,23,0,5,1,2,0.56,0.56,190
2580,3,8,22,0,1,1,1,0.64,0.38,153
2581,1,2,22,0,3,1,1,0.5,0.55,140
2582,4,11,8,0,6,0,1,0.32,0.76,146
2583,3,8,2,0,1,1,2,0.72,0.79,5
2584,1,1,14,0,4,1,2,0.4,0.71,128
2585,2,6,16,0,6,0,2,0.8,0.46,394
2586,2,6,7,0,4,1,1,0.6,0.6,506
2587,4,10,3,0,3,1,1,0.36,0.87,7
2588,4,12,9,0,1,1,1,0.22,0.69,183
2589,2,4,22,0,1,1,2,0.68,0.36,75
2590,2,5,6,0,2,1,1,0.42,0.67,112
2591,1,2,19,0,5,1,1,0.62,0.29,162
2592,3,7,1,0,6,0,1,0.72,0.7,80
2593,1,2,5,0,2,1,3,0.14,0.93,3
2594,1,12,18,0,0,0,2,0.24,0.44,125
2595,3,7,10,0,6,0,1,0.82,0.41,261
2596,4,12,19,0,6,0,3,0.24,0.65,106
2597,4,12,23,0,2,1,1,0.3,0.52,64
2598,3,7,23,0,2,1,1,0.74,0.66,73
2599,2,4,3,0,6,0,2,0.42,0.54,17
2600,2,6,15,0,5,1,1,0.78,0.43,243
2601,3,8,20,0,4,1,1,0.76,0.4,514
2602,2,5,11,0,5,1,2,0.7,0.61,258
2603,2,6,22,0,2,1,1,0.7,0.65,153
2604,4,11,17,0,5,1,1,0.5,0.34,184
2605,3,7,2,0,5,1,2,0.66,0.89,19
2606,1,1,11,0,6,0,2,0.18,0.64,64
2607,2,4,1,0,0,0,1,0.42,0.67,31
2608,3,7,8,0,1,1,2,0.66,0.83,455
2609,4,10,4,0,4,1,2,0.64,0.89,10
2610,2,6,6,0,1,1,1,0.54,0.64,105
2611,3,7,4,0,5,1,1,0.7,0.79,11
2612,2,4,23,0,0,0,3,0.46,0.72,63
2613,1,12,16,0,0,0,1,0.28,0.38,133
2614,2,6,21,0,4,1,3,0.76,0.52,171
2615,2,4,13,0,2,1,2,0.36,0.63,56
2616,4,10,7,0,2,1,2,0.52,0.88,352
2617,1,1,22,0,1,1,2,0.2,0.92,62
2618,2,5,4,0,1,1,2,0.54,0.94,4
2619,3,7,16,0,3,1,1,0.74,0.66,224
2620,1,2,4,0,0,0,2,0.1,0.46,1
2621,4,11,7,1,5,0,1,0.28,0.45,121
2622,2,5,1,0,0,0,1,0.42,0.69,59
2623,2,6,14,0,5,1,3,0.72,0.66,254
2624,1,2,21,0,2,1,1,0.2,0.47,82
2625,1,3,11,0,2,1,2,0.34,0.57,78
2626,2,6,9,0,6,0,1,0.7,0.61,218
2627,4,11,1,0,6,0,1,0.26,0.52,35
2628,3,7,2,0,6,0,1,0.64,0.89,55
2629,4,10,18,0,4,1,1,0.56,0.83,809
2630,2,4,8,0,1,1,1,0.36,0.57,589
2631,4,11,6,0,0,0,1,0.28,0.61,16
2632,3,8,21,0,3,1,1,0.66,0.61,201
2633,3,8,12,0,3,1,1,0.76,0.4,360
2634,2,3,18,0,1,1,1,0.44,0.26,684
2635,4,10,0,0,1,1,1,0.4,0.62,31
2636,2,4,15,0,3,1,2,0.44,0.72,81
2637,3,7,21,0,6,0,1,0.8,0.49,205
2638,2,4,6,0,4,1,1,0.32,0.81,64
2639,4,12,4,0,0,0,1,0.16,0.59,5
2640,1,3,21,0,3,1,1,0.6,0.4,288
2641,2,5,12,0,1,1,1,0.68,0.69,204
2642,3,7,7,0,2,1,1,0.68,0.83,513
2643,2,6,5,0,5,1,1,0.52,0.48,28
2644,1,12,12,0,1,1,2,0.28,0.56,135
2645,1,12,5,0,3,1,2,0.22,0.69,11
2646,2,6,17,0,6,0,2,0.72,0.34,344
2647,3,9,15,0,3,1,2,0.66,0.74,185
2648,2,4,18,0,0,0,1,0.56,0.3,277
2649,2,6,21,0,3,1,1,0.54,0.73,298
2650,4,11,7,0,1,1,2,0.36,0.66,386
2651,4,12,13,0,5,1,2,0.34,0.39,137
2652,4,10,23,0,6,0,1,0.42,0.58,163
2653,3,9,10,0,0,0,1,0.7,0.65,334
2654,2,4,5,0,0,0,1,0.38,0.46,12
2655,2,5,12,0,1,1,2,0.56,0.88,185
2656,2,6,17,0,1,1,1,0.78,0.33,579
2657,2,6,23,0,5,1,1,0.64,0.57,215
2658,3,8,20,0,0,0,1,0.72,0.84,183
2659,4,11,1,0,5,1,1,0.26,0.44,10
2660,4,10,7,0,0,0,1,0.34,0.87,21
2661,3,6,19,0,4,1,1,0.88,0.39,499
2662,1,3,13,0,2,1,1,0.3,0.39,164
2663,2,5,13,0,5,1,1,0.74,0.58,209
2664,2,3,16,0,2,1,1,0.42,0.2,305
2665,4,12,7,0,2,1,1,0.16,0.8,223
2666,2,4,7,1,5,0,1,0.4,0.71,149
2667,2,5,18,0,3,1,1,0.6,0.73,489
2668,4,10,15,0,0,0,2,0.5,0.63,301
2669,3,8,12,0,2,1,1,0.76,0.48,162
2670,3,8,15,0,3,1,1,0.82,0.46,295
2671,4,10,7,0,5,1,1,0.42,0.94,242
2672,2,5,13,0,4,1,1,0.54,0.3,192
2673,4,11,2,0,3,1,1,0.24,0.6,1
2674,3,6,23,0,2,1,1,0.62,0.41,131
2675,1,2,4,0,0,0,1,0.24,0.87,2
2676,2,5,6,0,5,1,1,0.54,0.94,135
2677,2,6,16,0,0,0,1,0.72,0.51,398
2678,4,9,16,0,1,1,1,0.58,0.3,516
2679,3,7,5,0,5,1,1,0.7,0.84,37
2680,4,10,5,0,1,1,2,0.56,0.73,40
2681,1,2,17,0,6,0,3,0.3,0.7,67
2682,1,3,19,0,1,1,1,0.26,0.53,226
2683,4,11,3,0,6,0,2,0.34,0.49,28
2684,1,1,11,0,3,1,1,0.3,0.42,114
2685,1,12,4,0,5,1,2,0.36,0.71,6
2686,4,12,13,0,5,1,1,0.36,0.5,313
2687,1,12,22,0,2,1,1,0.32,0.87,32
2688,1,12,19,0,5,1,2,0.24,0.65,128
2689,3,8,1,0,6,0,1,0.62,0.83,47
2690,4,10,23,0,0,0,1,0.26,0.87,37
2691,2,3,8,0,1,1,1,0.44,0.62,657
2692,4,11,10,0,2,1,3,0.56,0.73,36
2693,2,4,5,0,5,1,1,0.46,0.47,25
2694,1,2,9,0,6,0,1,0.24,0.81,157
2695,1,3,4,0,4,1,1,0.48,0.88,5
2696,3,6,8,0,1,1,1,0.66,0.69,608
2697,3,7,2,0,2,1,1,0.66,0.83,16
2698,1,2,4,0,6,0,1,0.26,0.7,7
2699,2,5,0,0,4,1,3,0.5,0.77,33
2700,3,7,12,0,6,0,1,0.84,0.32,341
2701,4,10,1,0,2,1,2,0.54,0.77,11
2702,2,3,15,0,3,1,2,0.56,0.78,243
2703,4,10,8,0,0,0,2,0.34,0.76,64
2704,4,12,6,0,5,1,2,0.28,0.75,84
2705,4,11,8,0,3,1,1,0.28,0.81,478
2706,4,10,19,0,3,1,2,0.56,0.46,566
2707,1,1,23,0,6,0,1,0.42,0.38,119
2708,2,4,7,0,0,0,2,0.34,0.87,27
2709,1,1,14,0,6,0,1,0.1,0.33,75
2710,2,5,8,0,1,1,2,0.5,0.82,639
2711,3,9,7,0,5,1,2,0.56,0.88,454
2712,1,2,6,0,6,0,1,0.4,0.17,6
2713,3,8,8,0,0,0,3,0.62,0.83,8
2714,4,11,17,0,5,1,1,0.36,0.46,580
2715,1,3,22,0,5,1,1,0.62,0.5,118
2716,2,4,19,0,6,0,3,0.36,0.71,139
2717,3,8,16,0,3,1,1,0.8,0.55,479
2718,4,11,4,0,3,1,2,0.26,0.7,4
2719,4,11,22,0,5,1,1,0.36,0.46,149
2720,4,10,3,0,5,1,1,0.4,0.87,10
2721,2,4,3,0,1,1,2,0.5,1,10
2722,1,12,7,0,5,1,1,0.22,0.64,112
2723,4,11,12,0,3,1,3,0.46,1,54
2724,2,3,15,0,1,1,1,0.48,0.29,223
2725,3,9,2,0,6,0,1,0.58,0.78,93
2726,3,8,7,0,4,1,1,0.66,0.54,307
2727,2,6,18,0,0,0,1,0.7,0.58,363
2728,2,4,21,0,6,0,1,0.44,0.62,177
2729,2,5,6,0,0,0,1,0.5,0.63,25
2730,4,11,23,0,0,0,1,0.42,0.71,109
2731,2,3,8,0,0,0,2,0.4,0.94,89
2732,3,9,15,0,4,1,1,0.72,0.42,352
2733,1,3,8,0,3,1,2,0.32,0.93,253
2734,3,8,8,0,2,1,1,0.62,0.57,493
2735,2,4,12,0,0,0,2,0.42,0.88,230
2736,3,9,0,0,6,0,1,0.62,0.94,116
2737,4,11,2,0,5,1,1,0.28,0.81,10
2738,1,3,22,0,3,1,1,0.46,0.59,159
2739,1,2,9,0,6,0,3,0.22,0.75,122
2740,2,4,21,0,1,1,3,0.48,0.41,165
2741,2,5,23,0,0,0,2,0.58,0.83,65
2742,3,7,3,0,6,0,1,0.78,0.66,22
2743,4,12,14,0,1,1,1,0.36,0.46,137
2744,3,8,9,0,4,1,1,0.76,0.66,343
2745,1,2,15,0,5,1,1,0.42,0.35,221
2746,1,2,4,0,4,1,1,0.4,0.76,1
2747,4,11,12,0,5,1,1,0.32,0.33,165
2748,1,1,6,0,1,1,1,0.12,0.5,31
2749,2,4,18,0,1,1,3,0.32,0.81,379
2750,4,10,1,0,3,1,3,0.56,0.83,10
2751,4,10,10,0,3,1,1,0.66,0.78,175
2752,1,1,14,1,1,0,1,0.3,0.36,151
2753,2,3,23,0,1,1,1,0.28,0.24,19
2754,2,5,1,1,1,0,1,0.64,0.94,79
2755,4,10,13,0,1,1,2,0.54,0.64,198
2756,3,8,12,0,5,1,1,0.76,0.52,216
2757,2,5,12,0,5,1,3,0.62,0.78,171
2758,4,10,13,0,5,1,1,0.6,0.46,305
2759,2,6,18,0,5,1,1,0.8,0.59,463
2760,3,9,12,0,0,0,1,0.66,0.47,757
2761,4,9,16,0,4,1,1,0.68,0.41,291
2762,3,8,12,0,0,0,1,0.74,0.42,505
2763,1,1,1,0,0,0,2,0.44,0.94,17
2764,4,12,18,0,2,1,1,0.32,0.53,546
2765,2,3,20,0,4,1,1,0.62,0.73,424
2766,2,4,19,0,5,1,1,0.5,0.27,441
2767,4,11,18,0,0,0,2,0.54,0.64,145
2768,4,11,13,0,0,0,1,0.54,0.45,686
2769,1,2,23,0,3,1,1,0.34,0.53,58
2770,1,1,23,0,1,1,1,0.14,0.59,18
2771,4,11,17,0,6,0,2,0.36,0.46,410
2772,4,10,1,0,2,1,2,0.52,0.94,11
2773,2,5,20,0,2,1,1,0.64,0.73,373
2774,2,5,7,0,4,1,3,0.44,0.94,384
2775,2,6,6,0,2,1,2,0.6,0.78,161
2776,1,1,1,0,1,1,2,0.18,0.86,4
2777,2,4,2,0,1,1,3,0.44,0.94,5
2778,1,2,8,0,2,1,1,0.26,0.48,559
2779,2,5,9,0,3,1,2,0.6,0.78,347
2780,4,10,10,0,2,1,3,0.58,0.88,45
2781,1,12,11,0,4,1,2,0.24,0.6,122
2782,4,11,22,0,4,1,1,0.36,0.57,202
2783,4,11,16,0,4,1,2,0.4,0.54,344
2784,3,8,21,0,3,1,1,0.64,0.73,351
2785,4,10,4,0,6,0,1,0.42,0.94,10
2786,4,10,21,0,6,0,1,0.46,0.59,215
2787,1,2,16,0,5,1,1,0.66,0.36,232
2788,2,5,10,0,6,0,1,0.62,0.61,323
2789,3,8,15,0,1,1,3,0.74,0.55,182
2790,3,8,9,0,1,1,1,0.66,0.83,342
2791,2,4,17,0,3,1,1,0.52,0.32,356
2792,4,11,22,0,6,0,2,0.32,0.57,145
2793,2,5,1,1,1,0,2,0.62,0.78,59
2794,1,12,2,0,3,1,2,0.36,0.71,4
2795,3,6,20,0,2,1,1,0.7,0.3,505
2796,1,1,23,0,0,0,1,0.26,0.56,30
2797,2,4,10,0,6,0,2,0.38,0.4,291
2798,2,4,9,0,6,0,1,0.54,0.77,331
2799,2,5,12,0,4,1,1,0.52,0.48,272
2800,2,4,19,0,2,1,1,0.6,0.26,537
2801,2,6,13,0,0,0,1,0.84,0.28,492
2802,3,7,23,0,3,1,1,0.76,0.58,131
2803,1,12,16,0,1,1,2,0.26,0.48,214
2804,2,4,20,0,3,1,1,0.46,0.51,141
2805,3,7,14,0,3,1,3,0.82,0.46,116
2806,3,7,8,0,4,1,2,0.7,0.79,443
2807,4,11,18,0,3,1,1,0.44,0.67,408
2808,2,6,20,0,3,1,1,0.8,0.63,280
2809,1,2,3,0,0,0,2,0.2,0.69,12
2810,3,7,17,0,4,1,1,0.74,0.37,595
2811,4,10,2,0,2,1,2,0.4,0.87,3
2812,1,2,8,0,3,1,3,0.22,0.93,155
2813,3,9,1,0,1,1,2,0.52,0.72,10
2814,4,12,15,0,3,1,2,0.34,0.46,228
2815,2,5,21,0,3,1,2,0.62,0.83,245
2816,2,5,17,0,0,0,2,0.48,0.82,196
2817,2,4,20,0,4,1,1,0.44,0.3,204
2818,3,6,15,0,2,1,1,0.78,0.59,170
2819,3,9,20,0,2,1,1,0.56,0.94,253
2820,4,12,8,0,3,1,2,0.26,0.87,467
2821,3,6,21,0,4,1,1,0.76,0.55,398
2822,4,11,9,0,2,1,2,0.36,0.71,326
2823,3,6,5,0,4,1,1,0.72,0.74,24
2824,2,5,19,0,6,0,2,0.62,0.73,405
2825,1,2,2,0,3,1,1,0.34,0.66,6
2826,2,5,6,0,0,0,2,0.4,0.82,13
2827,2,4,11,0,4,1,2,0.46,0.55,122
2828,3,9,21,0,0,0,1,0.72,0.74,207
2829,2,5,9,0,5,1,1,0.56,0.56,361
2830,2,6,0,0,3,1,1,0.56,0.64,52
2831,3,7,2,0,2,1,1,0.72,0.7,7
2832,4,11,7,0,3,1,2,0.26,0.56,319
2833,2,5,16,0,1,1,3,0.62,0.69,111
2834,1,3,2,0,1,1,1,0.38,0.54,9
2835,3,8,19,0,2,1,1,0.76,0.66,627
2836,2,5,3,0,5,1,1,0.46,0.72,14
2837,4,9,20,0,3,1,1,0.66,0.69,434
2838,2,5,9,0,4,1,2,0.54,0.88,216
2839,3,6,12,0,3,1,1,0.76,0.35,243
2840,2,6,9,0,5,1,1,0.7,0.58,224
2841,2,5,5,0,4,1,2,0.6,0.88,30
2842,1,3,8,0,6,0,2,0.42,0.94,218
2843,3,8,15,0,5,1,1,0.88,0.42,380
2844,1,3,16,0,4,1,1,0.26,0.23,71
2845,1,1,0,0,5,1,2,0.4,0.71,42
2846,2,6,7,0,5,1,1,0.52,0.72,428
2847,3,6,17,0,6,0,1,0.82,0.26,530
2848,4,11,14,0,2,1,3,0.42,1,35
2849,3,7,9,0,0,0,1,0.8,0.49,183
2850,2,5,11,0,5,1,2,0.58,0.6,196
2851,4,12,2,0,6,0,1,0.26,0.81,69
2852,4,11,18,0,0,0,1,0.36,0.43,237
2853,2,4,19,0,1,1,1,0.66,0.57,382
2854,2,4,19,0,1,1,1,0.7,0.24,278
2855,1,12,5,0,4,1,1,0.2,0.55,10
2856,4,12,16,0,4,1,1,0.32,0.45,208
2857,1,1,10,0,1,1,2,0.16,0.59,69
2858,3,9,1,0,5,1,1,0.52,0.72,49
2859,4,10,18,0,1,1,1,0.54,0.6,486
2860,3,7,10,0,3,1,1,0.74,0.37,231
2861,1,3,23,0,1,1,1,0.22,0.37,31
2862,2,6,23,0,1,1,1,0.62,0.46,89
2863,2,3,9,0,1,1,2,0.34,0.81,127
2864,4,10,6,0,3,1,2,0.46,0.88,175
2865,1,12,14,0,3,1,3,0.22,0.93,20
2866,2,5,9,0,5,1,1,0.48,0.41,322
2867,3,6,10,0,0,0,1,0.76,0.4,452
2868,4,12,21,0,0,0,2,0.44,0.77,99
2869,2,4,9,0,6,0,2,0.34,0.66,87
